transaction_id,account_id,transaction_date,amount,currency,transaction_type,merchant_id
125.0,7.0,2024-03-03,307.19,JPY,deposit,cb7e6268-5f89-4d12-a4d6-dfbf18c01e2b
126.0,7.0,2024-12-05,870.17,IDR,purchase,44790612-1f5d-488f-b76a-bf093de28859
127.0,7.0,2023-12-20,406.8,EUR,purchase,93e34c35-ef0a-473d-93d2-d56dd0401587
128.0,7.0,2024-10-20,678.41,EUR,deposit,8da00495-5cce-4ba9-b1d4-ee098fd33afc
129.0,7.0,2024-11-09,567.68,IDR,deposit,cb7e6268-5f89-4d12-a4d6-dfbf18c01e2b
130.0,8.0,2024-05-23,138.56,IDR,withdrawal,3f8ea40a-6b0a-40e3-9d89-6047dd39d793
131.0,8.0,2024-06-08,186.86,USD,deposit,a107cc46-8634-4718-aba6-adb37afeb114
132.0,8.0,2024-03-27,446.83,JPY,withdrawal,3f8ea40a-6b0a-40e3-9d89-6047dd39d793
133.0,8.0,2024-05-20,74.98,USD,deposit,fada98f5-1c0f-4bdc-ac7e-937c54cc1e2a
134.0,8.0,2023-10-09,65.87,EUR,withdrawal,8da00495-5cce-4ba9-b1d4-ee098fd33afc
135.0,8.0,2025-07-18,122.24,JPY,purchase,8da00495-5cce-4ba9-b1d4-ee098fd33afc
136.0,8.0,2024-07-15,369.54,AUD,purchase,44790612-1f5d-488f-b76a-bf093de28859
137.0,8.0,2025-06-15,999.6,JPY,purchase,28e213bc-e6fd-47af-9d84-caccf6729464
138.0,8.0,2023-08-05,642.7,IDR,withdrawal,a107cc46-8634-4718-aba6-adb37afeb114
139.0,8.0,2024-05-07,588.2,AUD,purchase,3f8ea40a-6b0a-40e3-9d89-6047dd39d793
140.0,8.0,2024-06-22,304.82,EUR,deposit,79474bfa-cdd0-44d4-9542-27deb6adf48b
141.0,8.0,2024-02-12,846.09,AUD,deposit,28e213bc-e6fd-47af-9d84-caccf6729464
142.0,8.0,2024-03-28,614.81,AUD,withdrawal,c35bec2c-3098-47b2-900e-15c0b89bdf7f
143.0,8.0,2024-09-29,720.91,AUD,purchase,f9b21e6e-586a-446a-9c5b-e7d1fcef1972
144.0,8.0,2024-09-22,948.6,EUR,transfer,88476c56-827c-4f8c-940a-c5e981df6517
145.0,8.0,2024-02-08,498.54,IDR,transfer,5a575539-9556-4a2d-b713-b4663da06476
146.0,8.0,2024-04-19,685.31,USD,withdrawal,cb7e6268-5f89-4d12-a4d6-dfbf18c01e2b
147.0,8.0,2024-01-20,464.98,IDR,deposit,479bc637-8cc3-4f3b-83af-fcfe734a6ca3
148.0,8.0,2024-12-01,371.17,JPY,purchase,a77d95f1-d7c4-4e9c-a1e0-fffc98f6fd7f
149.0,8.0,2024-07-06,141.74,,transfer,5a575539-9556-4a2d-b713-b4663da06476
150.0,8.0,2023-11-25,902.41,IDR,withdrawal,9561c813-0d25-4caa-b8ad-ad873a4045dd
151.0,8.0,2024-12-14,995.97,JPY,purchase,18c8a616-2410-4e9a-bf77-9cae7318b96d
152.0,8.0,2025-06-05,505.94,IDR,purchase,51b1943c-1b2e-4edb-8fc8-5fc083d5bceb
153.0,8.0,2025-05-10,597.92,IDR,purchase,6257a4a2-f204-4e89-8a4b-55630cf477ef
154.0,8.0,2025-02-13,882.57,,purchase,479bc637-8cc3-4f3b-83af-fcfe734a6ca3
155.0,8.0,2024-12-17,562.26,JPY,transfer,9561c813-0d25-4caa-b8ad-ad873a4045dd
156.0,8.0,2024-11-09,825.49,EUR,purchase,479bc637-8cc3-4f3b-83af-fcfe734a6ca3
157.0,8.0,2025-06-18,986.8,EUR,withdrawal,561c9210-97fe-46c5-8c9a-9f24d7b4c294
158.0,9.0,2024-04-25,error,JPY,transfer,93e34c35-ef0a-473d-93d2-d56dd0401587
159.0,9.0,2024-01-09,515.99,EUR,transfer,88476c56-827c-4f8c-940a-c5e981df6517
160.0,9.0,2025-06-30,299.94,AUD,transfer,797ebe87-98cf-4188-86d2-5913a1173719
161.0,9.0,2024-07-15,error,USD,transfer,bd44089d-9dd2-49de-bd98-fe336498abe9
162.0,9.0,2024-06-28,898.87,AUD,transfer,7eb162f1-4806-4804-8cf0-374c0c74dc0f
163.0,9.0,2025-07-23,783.12,USD,transfer,c35bec2c-3098-47b2-900e-15c0b89bdf7f
164.0,9.0,2024-04-30,721.46,EUR,purchase,2999bbef-518b-4f21-9cf2-0859ee6e2e72
165.0,9.0,2024-12-26,error,EUR,transfer,b023a0ea-df41-4335-b9ae-d8e4e61599c8
166.0,9.0,2025-05-29,502.32,USD,withdrawal,79474bfa-cdd0-44d4-9542-27deb6adf48b
,9.0,2025-02-04,325.72,,withdrawal,f05eeefe-8ece-4128-96ce-4b42fc9e1dcb
168.0,9.0,2025-03-09,,IDR,transfer,4efc8248-e10b-4a47-bfae-b7487781321e
169.0,9.0,2025-03-26,279.73,IDR,deposit,797ebe87-98cf-4188-86d2-5913a1173719
170.0,9.0,2025-02-07,705.28,IDR,,3f8ea40a-6b0a-40e3-9d89-6047dd39d793
171.0,9.0,2024-12-10,543.65,IDR,withdrawal,896490ab-4926-4e5f-b878-6140ac2a4f71
172.0,,2024-10-09,955.36,IDR,transfer,f1fac6e7-170d-4507-85ee-e1d47f53a88e
173.0,9.0,2025-02-26,539.04,EUR,purchase,88476c56-827c-4f8c-940a-c5e981df6517
174.0,9.0,2024-08-19,240.04,EUR,withdrawal,51b1943c-1b2e-4edb-8fc8-5fc083d5bceb
175.0,9.0,2024-08-21,330.96,EUR,purchase,53f591dc-23c8-4fdb-83f8-2f16e4a4474c
176.0,9.0,2024-04-21,158.78,JPY,transfer,5e4cb287-0442-41db-90d4-ea6779928faa
177.0,9.0,2025-06-01,963.95,USD,withdrawal,9b33e3a4-2620-49a9-b4fd-33d184f2fd0f
178.0,9.0,2023-10-22,error,JPY,withdrawal,5edbb8ee-c2ba-40e0-a179-e3f066124ab4
179.0,9.0,2025-03-28,397.6,IDR,purchase,
180.0,9.0,2025-05-22,603.18,JPY,transfer,28e213bc-e6fd-47af-9d84-caccf6729464
181.0,9.0,2023-12-26,468.55,,transfer,5e4cb287-0442-41db-90d4-ea6779928faa
182.0,9.0,2024-08-27,187.01,AUD,withdrawal,83c501cb-fef7-49ea-bf8e-548328caaa1d
183.0,9.0,2023-11-29,639.09,IDR,purchase,479bc637-8cc3-4f3b-83af-fcfe734a6ca3
184.0,10.0,2025-04-16,981.7,USD,deposit,8116e3fc-62e7-41a6-92d2-fa0649e1cd13
185.0,10.0,2024-06-18,754.0,AUD,purchase,7eb162f1-4806-4804-8cf0-374c0c74dc0f
186.0,10.0,2024-12-10,693.08,IDR,withdrawal,479bc637-8cc3-4f3b-83af-fcfe734a6ca3
187.0,10.0,2025-01-06,923.18,USD,deposit,8da00495-5cce-4ba9-b1d4-ee098fd33afc
188.0,10.0,2024-07-23,,AUD,deposit,ae2e9af9-9f8c-429f-bd35-0c5fd3479a3b
189.0,10.0,2025-05-19,912.88,EUR,withdrawal,cbf81f86-4ec3-4970-956d-80e46aa26216
190.0,10.0,2024-06-21,873.26,IDR,purchase,2999bbef-518b-4f21-9cf2-0859ee6e2e72
191.0,10.0,2023-09-10,828.95,AUD,withdrawal,c35bec2c-3098-47b2-900e-15c0b89bdf7f
192.0,10.0,2023-11-05,520.82,AUD,transfer,18c8a616-2410-4e9a-bf77-9cae7318b96d
193.0,10.0,2024-05-30,446.04,JPY,,2999bbef-518b-4f21-9cf2-0859ee6e2e72
194.0,10.0,2024-09-16,462.92,JPY,deposit,bbf483ce-51be-480e-b7e6-a14cdc8a4922
195.0,10.0,2024-09-12,error,USD,purchase,44790612-1f5d-488f-b76a-bf093de28859
196.0,10.0,2024-12-04,472.6,EUR,transfer,8da00495-5cce-4ba9-b1d4-ee098fd33afc
197.0,10.0,2024-03-13,383.1,JPY,purchase,cbf81f86-4ec3-4970-956d-80e46aa26216
198.0,10.0,2023-08-16,874.68,USD,,9b33e3a4-2620-49a9-b4fd-33d184f2fd0f
199.0,11.0,2025/88/77,728.13,USD,deposit,f05eeefe-8ece-4128-96ce-4b42fc9e1dcb
200.0,11.0,2023-08-03,544.9,EUR,transfer,91fdfa4f-0d18-4b95-a68c-84770b95017c
201.0,11.0,2024-01-07,189.29,USD,transfer,88476c56-827c-4f8c-940a-c5e981df6517
202.0,11.0,2023-09-23,error,USD,purchase,cb7e6268-5f89-4d12-a4d6-dfbf18c01e2b
203.0,11.0,2024-06-05,error,JPY,transfer,f778c676-750d-412e-8164-ceec64ab851b
204.0,11.0,2024-12-24,,IDR,withdrawal,c86c6544-a7d4-4f50-b791-f1e543f9cd6b
205.0,11.0,2024-08-30,577.9,EUR,deposit,93e34c35-ef0a-473d-93d2-d56dd0401587
206.0,11.0,2023-09-14,521.73,AUD,withdrawal,4cbf131d-901b-4def-b56f-f8ce7d66971e
207.0,11.0,2025-05-15,error,,deposit,b023a0ea-df41-4335-b9ae-d8e4e61599c8
208.0,11.0,2025-07-21,150.07,JPY,withdrawal,f778c676-750d-412e-8164-ceec64ab851b
209.0,11.0,2024-07-11,707.87,AUD,transfer,ae2e9af9-9f8c-429f-bd35-0c5fd3479a3b
210.0,11.0,2024-02-26,134.96,USD,transfer,8da00495-5cce-4ba9-b1d4-ee098fd33afc
211.0,11.0,2023-12-10,724.86,AUD,purchase,44790612-1f5d-488f-b76a-bf093de28859
212.0,11.0,2023-11-07,761.93,JPY,withdrawal,5dae1201-673b-48bd-838c-1dec5da39a73
213.0,12.0,2024-11-11,212.6,JPY,withdrawal,b023a0ea-df41-4335-b9ae-d8e4e61599c8
214.0,12.0,2025-01-15,205.31,IDR,transfer,f05eeefe-8ece-4128-96ce-4b42fc9e1dcb
215.0,12.0,2025-07-05,359.9,JPY,transfer,6257a4a2-f204-4e89-8a4b-55630cf477ef
216.0,12.0,2024-04-30,722.69,EUR,deposit,ba3df7ff-43b4-4ee5-a1e8-9e7e22498f66
217.0,12.0,2025-05-13,562.96,IDR,transfer,896490ab-4926-4e5f-b878-6140ac2a4f71
218.0,12.0,2024-06-23,330.54,JPY,deposit,7eb162f1-4806-4804-8cf0-374c0c74dc0f
219.0,12.0,2025-06-01,489.13,JPY,withdrawal,c86c6544-a7d4-4f50-b791-f1e543f9cd6b
220.0,12.0,2024-05-02,170.1,AUD,purchase,79474bfa-cdd0-44d4-9542-27deb6adf48b
221.0,12.0,2023-09-28,846.85,USD,transfer,28e213bc-e6fd-47af-9d84-caccf6729464
222.0,12.0,2025/88/77,232.2,AUD,transfer,8da00495-5cce-4ba9-b1d4-ee098fd33afc
223.0,13.0,2025-05-01,667.09,JPY,purchase,bbf483ce-51be-480e-b7e6-a14cdc8a4922
224.0,13.0,2023-11-06,error,AUD,deposit,f9b21e6e-586a-446a-9c5b-e7d1fcef1972
225.0,13.0,2025-04-20,698.16,EUR,purchase,6257a4a2-f204-4e89-8a4b-55630cf477ef
226.0,13.0,2023-10-26,241.73,IDR,deposit,479bc637-8cc3-4f3b-83af-fcfe734a6ca3
227.0,13.0,2025-07-26,959.34,EUR,deposit,cbf81f86-4ec3-4970-956d-80e46aa26216
228.0,13.0,2024-05-14,81.54,USD,purchase,479bc637-8cc3-4f3b-83af-fcfe734a6ca3
229.0,13.0,2025/88/77,553.15,EUR,purchase,80051b10-66c1-4dca-8255-da619a3b0319
230.0,13.0,2025-07-16,645.26,USD,purchase,f778c676-750d-412e-8164-ceec64ab851b
231.0,13.0,2025-04-02,868.25,USD,purchase,cbf81f86-4ec3-4970-956d-80e46aa26216
232.0,13.0,2025-02-03,899.41,IDR,purchase,f1fac6e7-170d-4507-85ee-e1d47f53a88e
233.0,13.0,2025-07-16,752.5,USD,deposit,c35bec2c-3098-47b2-900e-15c0b89bdf7f
234.0,13.0,2024-07-04,567.13,AUD,deposit,8116e3fc-62e7-41a6-92d2-fa0649e1cd13
235.0,13.0,2025-01-07,140.81,AUD,deposit,51b1943c-1b2e-4edb-8fc8-5fc083d5bceb
236.0,13.0,2024-06-06,232.91,AUD,transfer,a107cc46-8634-4718-aba6-adb37afeb114
237.0,13.0,2024-05-04,634.49,EUR,deposit,53f591dc-23c8-4fdb-83f8-2f16e4a4474c
238.0,13.0,2024-01-15,432.42,USD,deposit,5a575539-9556-4a2d-b713-b4663da06476
239.0,13.0,2024-07-02,82.96,,transfer,ba3df7ff-43b4-4ee5-a1e8-9e7e22498f66
240.0,13.0,2023-11-22,92.43,IDR,purchase,28e213bc-e6fd-47af-9d84-caccf6729464
241.0,13.0,2023-12-16,431.55,USD,purchase,18c8a616-2410-4e9a-bf77-9cae7318b96d
242.0,13.0,2025-05-01,93.97,JPY,purchase,896490ab-4926-4e5f-b878-6140ac2a4f71
243.0,13.0,2025-02-10,779.39,EUR,withdrawal,cbf81f86-4ec3-4970-956d-80e46aa26216
244.0,13.0,2023-08-24,139.7,USD,withdrawal,f99f0704-20f0-456a-9e6a-66289c6d52d5
245.0,13.0,2024-11-25,300.45,EUR,transfer,561c9210-97fe-46c5-8c9a-9f24d7b4c294
246.0,13.0,2025/88/77,458.4,JPY,deposit,88476c56-827c-4f8c-940a-c5e981df6517
247.0,13.0,2025-06-15,862.34,AUD,withdrawal,6e51484d-1b84-4dc3-98e0-49de0217ea0e
248.0,13.0,2025-05-11,947.33,JPY,deposit,896490ab-4926-4e5f-b878-6140ac2a4f71
249.0,13.0,2024-01-23,633.27,IDR,transfer,a77d95f1-d7c4-4e9c-a1e0-fffc98f6fd7f
250.0,13.0,2023-09-19,393.54,AUD,withdrawal,cbf81f86-4ec3-4970-956d-80e46aa26216
251.0,13.0,2024-10-08,27.89,EUR,transfer,896490ab-4926-4e5f-b878-6140ac2a4f71
252.0,13.0,2024-06-22,70.09,JPY,withdrawal,4cbf131d-901b-4def-b56f-f8ce7d66971e
253.0,14.0,2024-12-04,659.0,USD,transfer,561c9210-97fe-46c5-8c9a-9f24d7b4c294
254.0,14.0,2025-04-29,401.4,JPY,purchase,8da00495-5cce-4ba9-b1d4-ee098fd33afc
255.0,14.0,2024-01-26,812.48,USD,withdrawal,fada98f5-1c0f-4bdc-ac7e-937c54cc1e2a
